step,id,x,y,vx,vy
6030,1,0.625091,0.487161,0.321243,0.186478
6060,0,0.497832,0.501763,-0.00377222,-0.00819272
6060,1,0.629736,0.489976,0.298279,0.188803
6090,0,0.497778,0.501639,-0.00339564,-0.00841722
6090,1,0.634042,0.492822,0.275981,0.190496
6120,0,0.49773,0.501511,-0.00301485,-0.00862563
6120,1,0.638019,0.495689,0.25429,0.191627
6150,0,0.497688,0.50138,-0.00262995,-0.00881756
6150,1,0.641674,0.498568,0.233154,0.192255
6180,0,0.497651,0.501247,-0.00224089,-0.00899256
6180,1,0.645016,0.501454,0.212494,0.192428
6210,0,0.497621,0.50111,-0.00184789,-0.00915011
6210,1,0.648051,0.504339,0.192291,0.192187
6240,0,0.497596,0.500972,-0.00145102,-0.00928963
6240,1,0.650786,0.507218,0.172493,0.191565
6270,0,0.497577,0.500832,-0.00105039,-0.00941045
6270,1,0.653227,0.510084,0.153047,0.19059
6300,0,0.497564,0.50069,-0.000646269,-0.00951194
6300,1,0.655379,0.512934,0.133937,0.189288
6330,0,0.497558,0.500547,-0.000238835,-0.00959335
6330,1,0.657247,0.515761,0.115121,0.187672
6360,0,0.497557,0.500402,0.000171698,-0.00965393
6360,1,0.658834,0.518562,0.096562,0.185758
6390,0,0.497563,0.500257,0.000585018,-0.0096929
6390,1,0.660145,0.521333,0.0782394,0.183558
6420,0,0.497575,0.500112,0.00100083,-0.00970946
6420,1,0.661182,0.524068,0.0601201,0.18108
6450,0,0.497593,0.499966,0.00141848,-0.00970282
6450,1,0.66195,0.526764,0.042189,0.178336
6480,0,0.497617,0.499821,0.00183174,-0.00967266
6480,1,0.662449,0.529416,0.0244224,0.17533
6510,0,0.497648,0.499676,0.00223778,-0.00961954
6510,1,0.662683,0.532022,0.00679133,0.172058
6540,0,0.497684,0.499532,0.00263624,-0.00954423
6540,1,0.662653,0.534577,-0.0107176,0.168527
6570,0,0.497727,0.49939,0.00302679,-0.00944743
6570,1,0.662362,0.537077,-0.0281269,0.164735
6600,0,0.497775,0.499249,0.00340914,-0.00932982
6600,1,0.66181,0.539518,-0.0454629,0.160674
6630,0,0.497829,0.49911,0.00378296,-0.00919213
6630,1,0.660998,0.541896,-0.062739,0.156345
6660,0,0.497889,0.498973,0.00414792,-0.00903506
6660,1,0.659928,0.544207,-0.0799734,0.151741
6690,0,0.497953,0.498839,0.00450371,-0.00885925
6690,1,0.658599,0.546446,-0.0971882,0.146849
6720,0,0.498024,0.498707,0.00485,-0.00866537
6720,1,0.657012,0.548611,-0.114399,0.141661
6750,0,0.498099,0.498579,0.00518642,-0.00845406
6750,1,0.655167,0.550695,-0.131619,0.136172
6780,0,0.498179,0.498454,0.00551267,-0.00822587
6780,1,0.653064,0.552694,-0.148874,0.130355
6810,0,0.498264,0.498332,0.00582841,-0.00798136
6810,1,0.650701,0.554604,-0.166186,0.124193
6840,0,0.498354,0.498215,0.00613326,-0.00772113
6840,1,0.648078,0.556418,-0.183569,0.117677
6870,0,0.498448,0.498101,0.00642686,-0.00744567
6870,1,0.645193,0.558132,-0.201042,0.110779
6900,0,0.498547,0.497991,0.00670884,-0.00715544
6900,1,0.642046,0.559739,-0.218629,0.103471
6930,0,0.498649,0.497886,0.00697882,-0.00685089
6930,1,0.638634,0.561234,-0.236345,0.0957244
6960,0,0.498756,0.497786,0.00723643,-0.00653232
6960,1,0.634955,0.562609,-0.254218,0.0874877
6990,0,0.498866,0.49769,0.00748124,-0.00620016
6990,1,0.631006,0.563856,-0.272269,0.0787396
7020,0,0.49898,0.4976,0.00771286,-0.00585465
7020,1,0.626786,0.564968,-0.290521,0.0694237
7050,0,0.499098,0.497515,0.00793085,-0.00549608
7050,1,0.622289,0.565936,-0.308995,0.0594953
7080,0,0.499218,0.497435,0.00813478,-0.00512449
7080,1,0.617514,0.566749,-0.327718,0.0488776
7110,0,0.499342,0.497361,0.00832423,-0.00474
7110,1,0.612457,0.567398,-0.346718,0.0374984
7140,0,0.499468,0.497293,0.00849875,-0.0043426
7140,1,0.607111,0.56787,-0.366021,0.0252673
7170,0,0.499597,0.497231,0.00865785,-0.0039321
7170,1,0.601474,0.568151,-0.385649,0.0120697
7200,0,0.499728,0.497175,0.00880107,-0.00350828
7200,1,0.59554,0.568227,-0.40563,-0.00222135
7230,0,0.499861,0.497126,0.00892789,-0.00307076
7230,1,0.589304,0.568079,-0.425985,-0.0177584
7260,0,0.499995,0.497083,0.00903772,-0.0026189
7260,1,0.582759,0.567687,-0.446731,-0.0347357
7290,0,0.500132,0.497047,0.00913016,-0.00215601
7290,1,0.5759,0.567028,-0.467873,-0.0533965
7320,0,0.500269,0.497018,0.00920542,-0.0016857
7320,1,0.568721,0.566075,-0.48939,-0.0740444
7350,0,0.500408,0.496997,0.00926389,-0.00120657
7350,1,0.561216,0.564795,-0.511232,-0.097066
7380,0,0.500547,0.496982,0.00930547,-0.000716538
7380,1,0.553383,0.563149,-0.533267,-0.122958
7410,0,0.500687,0.496975,0.00932966,-0.000212873
7410,1,0.545219,0.561089,-0.555274,-0.152348
7440,0,0.500827,0.496976,0.0093355,0.000307925
7440,1,0.536726,0.558557,-0.576931,-0.186036
7470,0,0.500967,0.496985,0.00931972,0.000851047
7470,1,0.527916,0.55548,-0.597456,-0.225117
7500,0,0.501106,0.497002,0.00927624,0.00142294
7500,1,0.518815,0.551769,-0.615516,-0.27094
7530,0,0.501245,0.497027,0.00919401,0.00203105
7530,1,0.509474,0.54731,-0.628837,-0.325073
7560,0,0.501382,0.497063,0.0090526,0.00268027
7560,1,0.499994,0.54197,-0.633192,-0.388583
7590,0,0.501516,0.497108,0.00882129,0.00336086
7590,1,0.490554,0.535615,-0.622317,-0.459582
7620,0,0.501646,0.497163,0.00847046,0.00403421
7620,1,0.481432,0.528182,-0.590093,-0.530493
7650,0,0.501769,0.497229,0.00799609,0.00464163
7650,1,0.472964,0.51976,-0.535637,-0.589546
7680,0,0.501885,0.497302,0.00743611,0.00513667
7680,1,0.465437,0.510602,-0.466364,-0.627531
7710,0,0.501992,0.497382,0.00685008,0.00551293
7710,1,0.458988,0.501045,-0.394119,-0.64319
7740,0,0.502091,0.497467,0.00628407,0.00579574
7740,1,0.453584,0.491392,-0.327925,-0.641692
7770,0,0.502181,0.497556,0.00575637,0.00601813
7770,1,0.449101,0.481846,-0.271241,-0.629693
7800,0,0.502264,0.497647,0.00526366,0.00620362
7800,1,0.445402,0.472529,-0.223298,-0.611953
7830,0,0.502339,0.497742,0.00479927,0.00636648
7830,1,0.442366,0.463502,-0.182632,-0.591329
7860,0,0.502408,0.497838,0.00435629,0.00651385
7860,1,0.439894,0.454796,-0.147771,-0.569289
7890,0,0.50247,0.497937,0.00392919,0.00665014
7890,1,0.43791,0.446426,-0.117537,-0.546778
7920,0,0.502526,0.498038,0.00351395,0.00677733
7920,1,0.43635,0.438393,-0.0910186,-0.524245
7950,0,0.502575,0.49814,0.00310764,0.00689607
7950,1,0.435164,0.430697,-0.0675573,-0.501891
7980,0,0.502619,0.498245,0.00270794,0.00700687
7980,1,0.43431,0.423335,-0.0466154,-0.479871
8010,0,0.502657,0.498351,0.00231311,0.00710969
8010,1,0.433755,0.416299,-0.0277741,-0.45825
8040,0,0.502688,0.498458,0.00192179,0.00720436
8040,1,0.433468,0.409585,-0.0107074,-0.437055
8070,0,0.502714,0.498567,0.00153304,0.00729045
8070,1,0.433426,0.403186,0.00484522,-0.416283
8100,0,0.502734,0.498677,0.00114604,0.00736756
8100,1,0.433607,0.397095,0.0190922,-0.395918
8130,0,0.502749,0.498788,0.000760275,0.00743515
8130,1,0.433993,0.391306,0.0322061,-0.37594
8160,0,0.502757,0.4989,0.000375375,0.00749266
8160,1,0.434568,0.385815,0.0443183,-0.356319
8190,0,0.50276,0.499012,-8.96525e-06,0.00753954
8190,1,0.435318,0.380615,0.0555452,-0.337032
8220,0,0.502757,0.499126,-0.000392925,0.00757519
8220,1,0.436231,0.375702,0.0659929,-0.31805
8250,0,0.502748,0.49924,-0.000776545,0.007599
8250,1,0.437294,0.371072,0.0757334,-0.299343
8280,0,0.502734,0.499354,-0.00115985,0.00761042
8280,1,0.4385,0.366721,0.0848363,-0.280887
8310,0,0.502713,0.499468,-0.0015427,0.00760883
8310,1,0.439837,0.362644,0.0933529,-0.26266
8340,0,0.502687,0.499582,-0.00192492,0.00759364
8340,1,0.441297,0.35884,0.101331,-0.244637
8370,0,0.502656,0.499696,-0.00230635,0.00756423
8370,1,0.442874,0.355304,0.108825,-0.226789
8400,0,0.502618,0.499809,-0.00268668,0.00752001
8400,1,0.44456,0.352035,0.115871,-0.209097
8430,0,0.502575,0.499921,-0.00306554,0.00746039
8430,1,0.446348,0.349031,0.122501,-0.19154
8460,0,0.502526,0.500032,-0.00344219,0.0073848
8460,1,0.448233,0.346289,0.12874,-0.174099
8490,0,0.502472,0.500143,-0.0038114,0.00729301
8490,1,0.450209,0.343807,0.134609,-0.156756
8520,0,0.502412,0.500251,-0.00417117,0.00718526
8520,1,0.45227,0.341585,0.140133,-0.139485
8550,0,0.502347,0.500358,-0.00452116,0.00706188
8550,1,0.454411,0.339622,0.145337,-0.122264
8580,0,0.502276,0.500463,-0.00486094,0.00692327
8580,1,0.456628,0.337917,0.150224,-0.105086
8610,0,0.502201,0.500566,-0.00519008,0.00676975
8610,1,0.458916,0.33647,0.15481,-0.087931
8640,0,0.502121,0.500666,-0.00550817,0.00660166
8640,1,0.461271,0.335279,0.159109,-0.070778
8670,0,0.502036,0.500764,-0.00581474,0.00641933
8670,1,0.463688,0.334346,0.163131,-0.0536094
8700,0,0.501946,0.500858,-0.00610929,0.00622313
8700,1,0.466163,0.333671,0.166881,-0.0364086
8730,0,0.501853,0.50095,-0.00639131,0.00601337
8730,1,0.468693,0.333254,0.170368,-0.0191526
8760,0,0.501755,0.501039,-0.00666026,0.00579041
8760,1,0.471273,0.333097,0.173591,-0.00182641
8790,0,0.501653,0.501124,-0.00691556,0.00555462
8790,1,0.4739,0.3332,0.176551,0.015585
8820,0,0.501547,0.501205,-0.00715666,0.00530629
8820,1,0.476568,0.333565,0.179251,0.0331079
8850,0,0.501438,0.501283,-0.00738292,0.00504578
8850,1,0.479276,0.334194,0.18169,0.0507577
8880,0,0.501326,0.501357,-0.0075937,0.00477345
8880,1,0.482018,0.335089,0.18386,0.0685504
8910,0,0.50121,0.501426,-0.00778838,0.00448959
8910,1,0.48479,0.336251,0.185759,0.0865155
8940,0,0.501092,0.501491,-0.00796628,0.00419453
8940,1,0.487589,0.337685,0.187378,0.104675
8970,0,0.500972,0.501552,-0.00812672,0.00388858
8970,1,0.49041,0.339393,0.188708,0.123056
9000,0,0.500849,0.501608,-0.00826899,0.00357205
9000,1,0.493249,0.341378,0.189737,0.141688
9030,0,0.500724,0.501659,-0.00839237,0.00324532
9030,1,0.496101,0.343645,0.190448,0.160582
9060,0,0.500597,0.501705,-0.00849612,0.00290867
9060,1,0.498961,0.346197,0.190822,0.179778
9090,0,0.500469,0.501746,-0.00857948,0.00256235
9090,1,0.501824,0.34904,0.190833,0.199321
9120,0,0.50034,0.501782,-0.00864169,0.00220677
9120,1,0.504684,0.352178,0.190456,0.219222
9150,0,0.50021,0.501812,-0.00868196,0.00184216
9150,1,0.507535,0.355619,0.189655,0.239545
9180,0,0.500079,0.501837,-0.00869948,0.00146886
9180,1,0.510371,0.359367,0.188393,0.260323
9210,0,0.499949,0.501856,-0.00869344,0.00108771
9210,1,0.513184,0.363431,0.18662,0.281595
9240,0,0.499819,0.50187,-0.00866354,0.000703789
9240,1,0.515967,0.367818,0.184275,0.303427
9270,0,0.499689,0.501878,-0.00861014,0.000318672
9270,1,0.518709,0.372537,0.181287,0.325871
9300,0,0.49956,0.501879,-0.00853361,-6.7306e-05
9300,1,0.521402,0.377597,0.177577,0.348976
9330,0,0.499433,0.501876,-0.00843414,-0.000454093
9330,1,0.524032,0.38301,0.173024,0.37284
9360,0,0.499307,0.501866,-0.00831192,-0.000841438
9360,1,0.526588,0.388786,0.167511,0.397523
9390,0,0.499184,0.50185,-0.00816693,-0.00122923
9390,1,0.529052,0.39494,0.160876,0.423099
9420,0,0.499063,0.501829,-0.00799878,-0.00161756
9420,1,0.531407,0.401484,0.152889,0.449683
9450,0,0.498944,0.501802,-0.00780702,-0.0020063
9450,1,0.533631,0.408436,0.1433,0.477357
9480,0,0.498829,0.501769,-0.00759066,-0.00239542
9480,1,0.535697,0.415811,0.131783,0.506198
9510,0,0.498716,0.50173,-0.00734813,-0.00278482
9510,1,0.537572,0.423628,0.117867,0.536293
9540,0,0.498608,0.501685,-0.007077,-0.00317422
9540,1,0.539217,0.431906,0.100927,0.567674
9570,0,0.498504,0.501635,-0.00677429,-0.00356285
9570,1,0.540581,0.440664,0.080207,0.600283
9600,0,0.498405,0.501578,-0.00643544,-0.00394906
9600,1,0.5416,0.44992,0.0546811,0.633891
9630,0,0.498311,0.501516,-0.00605409,-0.00432964
9630,1,0.54219,0.459683,0.0229194,0.667922
9660,0,0.498224,0.501448,-0.00562149,-0.00469801
9660,1,0.542247,0.469954,-0.0169356,0.701147
9690,0,0.498143,0.501375,-0.00512703,-0.00504079
9690,1,0.54163,0.480701,-0.0671486,0.730976
9720,0,0.49807,0.501298,-0.00456251,-0.00533372
9720,1,0.540171,0.491843,-0.129528,0.752678
9750,0,0.498007,0.501216,-0.00393459,-0.0055397
9750,1,0.537689,0.503204,-0.202837,0.758991
9780,0,0.497952,0.501132,-0.00328458,-0.00562544
9780,1,0.53407,0.514501,-0.279126,0.74326
9810,0,0.497908,0.501048,-0.00267601,-0.00559423
9810,1,0.529366,0.525394,-0.345622,0.706185
9840,0,0.497872,0.500965,-0.00214534,-0.00548254
9840,1,0.523786,0.535615,-0.395352,0.655089
9870,0,0.497843,0.500883,-0.0016939,-0.00533534
9870,1,0.51759,0.545022,-0.428094,0.598911
9900,0,0.497821,0.500804,-0.00130688,-0.00518242
9900,1,0.511012,0.553587,-0.447068,0.543563
9930,0,0.497804,0.500728,-0.000965307,-0.00503846
9930,1,0.504228,0.561349,-0.456086,0.491994
9960,0,0.497791,0.500653,-0.000654055,-0.00490815
9960,1,0.497363,0.568371,-0.458335,0.445101
9990,0,0.497784,0.500581,-0.000362156,-0.00479092
9990,1,0.490501,0.574725,-0.456073,0.402756
10020,0,0.497781,0.500509,-8.24852e-05,-0.00468434
10020,1,0.483696,0.580474,-0.450797,0.364449
10050,0,0.497781,0.50044,0.000189245,-0.00458552
10050,1,0.476987,0.585676,-0.44346,0.329604
10080,0,0.497786,0.500372,0.000455906,-0.00449208
10080,1,0.470399,0.590377,-0.434717,0.297737
10110,0,0.497795,0.500305,0.000719292,-0.00440184
10110,1,0.463951,0.59462,-0.42499,0.268406
10140,0,0.497808,0.50024,0.00098026,-0.004313
10140,1,0.457653,0.59844,-0.414557,0.241245
10170,0,0.497824,0.500176,0.00123954,-0.00422408
10170,1,0.451516,0.601867,-0.403641,0.215968
10200,0,0.497845,0.500113,0.00149737,-0.00413387
10200,1,0.445546,0.604928,-0.39237,0.192323
10230,0,0.497869,0.500052,0.00175374,-0.00404134
10230,1,0.439746,0.607644,-0.380833,0.170103
10260,0,0.497898,0.499992,0.00200861,-0.00394563
10260,1,0.434122,0.610037,-0.369117,0.149139
10290,0,0.49793,0.499933,0.00225967,-0.00384615
10290,1,0.428674,0.612124,-0.357253,0.129287
10320,0,0.497965,0.499877,0.00250554,-0.00374251
10320,1,0.423405,0.61392,-0.345283,0.110424
10350,0,0.498005,0.499821,0.00274597,-0.00363449
10350,1,0.418316,0.615441,-0.333226,0.0924499
10380,0,0.498048,0.499767,0.00298076,-0.00352191
10380,1,0.413408,0.616698,-0.32111,0.0752733
10410,0,0.498094,0.499716,0.00320957,-0.00340465
10410,1,0.408683,0.617703,-0.308946,0.0588159
10440,0,0.498144,0.499665,0.00343198,-0.00328268
10440,1,0.40414,0.618466,-0.296725,0.0430178
10470,0,0.498197,0.499617,0.00364771,-0.00315595
10470,1,0.399781,0.618996,-0.284458,0.0278161
10500,0,0.498253,0.499571,0.00385632,-0.00302449
10500,1,0.395606,0.619303,-0.272141,0.0131642
10530,0,0.498313,0.499526,0.00405744,-0.00288834
10530,1,0.391617,0.619394,-0.259782,-0.000987139
10560,0,0.498375,0.499484,0.00425064,-0.00274758
10560,1,0.387813,0.619276,-0.247367,-0.0146734
10590,0,0.49844,0.499444,0.00443552,-0.00260229
10590,1,0.384196,0.618956,-0.234902,-0.027936
10620,0,0.498508,0.499406,0.0046116,-0.0024526
10620,1,0.380767,0.61844,-0.222374,-0.0408007
10650,0,0.498578,0.49937,0.00477846,-0.00229863
10650,1,0.377525,0.617733,-0.209786,-0.0533028
10680,0,0.498651,0.499337,0.00493561,-0.00214058
10680,1,0.374473,0.616842,-0.197122,-0.0654615
10710,0,0.498726,0.499306,0.00508259,-0.00197859
10710,1,0.371612,0.615771,-0.184376,-0.0773012
10740,0,0.498804,0.499278,0.00521891,-0.00181287
10740,1,0.368943,0.614525,-0.171537,-0.0888411
10770,0,0.498883,0.499252,0.00534409,-0.00164365
10770,1,0.366466,0.613107,-0.158596,-0.100095
10800,0,0.498964,0.499228,0.00545765,-0.00147112
10800,1,0.364185,0.611523,-0.145548,-0.111088
10830,0,0.499047,0.499208,0.00555911,-0.00129551
10830,1,0.362101,0.609776,-0.132384,-0.121838
10860,0,0.499131,0.49919,0.00564795,-0.00111711
10860,1,0.360214,0.607869,-0.119087,-0.132351
10890,0,0.499216,0.499174,0.00572369,-0.000936246
10890,1,0.358529,0.605807,-0.105642,-0.142633
10920,0,0.499302,0.499162,0.00578586,-0.000753151
10920,1,0.357046,0.603591,-0.09204,-0.152706
10950,0,0.49939,0.499152,0.00583398,-0.000568116
10950,1,0.355768,0.601226,-0.0782704,-0.162586
10980,0,0.499477,0.499145,0.00586759,-0.000381511
10980,1,0.354699,0.598715,-0.0643153,-0.172272
11010,0,0.499566,0.49914,0.00588621,-0.000193692
11010,1,0.35384,0.596059,-0.0501585,-0.18177
11040,0,0.499654,0.499139,0.00588942,-4.99489e-06
11040,1,0.353195,0.593262,-0.0357845,-0.191092
11070,0,0.499742,0.49914,0.00587678,0.000184151
11070,1,0.352768,0.590327,-0.0211748,-0.200237
11100,0,0.49983,0.499144,0.0058479,0.00037334
11100,1,0.352561,0.587256,-0.00630985,-0.209209
11130,0,0.499917,0.499151,0.00580241,0.000562177
11130,1,0.35258,0.584052,0.00883125,-0.218021
11160,0,0.500004,0.499161,0.00573993,0.000750169
11160,1,0.352828,0.580716,0.0242723,-0.226664
11190,0,0.50009,0.499174,0.00566029,0.000935676
11190,1,0.353309,0.577253,0.0400394,-0.235149
11220,0,0.500174,0.499189,0.00556372,0.00111721
11220,1,0.35403,0.573663,0.0561592,-0.243465
11250,0,0.500256,0.499207,0.00545057,0.00129442
11250,1,0.354996,0.569949,0.0726636,-0.251619
11280,0,0.500337,0.499228,0.00532118,0.00146689
11280,1,0.356212,0.566115,0.0895855,-0.2596
11310,0,0.500416,0.499251,0.00517589,0.00163424
11310,1,0.357686,0.562162,0.106964,-0.267399
11340,0,0.500492,0.499277,0.00501506,0.00179606
11340,1,0.359424,0.558094,0.124836,-0.274998
11370,0,0.500566,0.499305,0.00483899,0.00195201
11370,1,0.361434,0.553913,0.143253,-0.282394
11400,0,0.500638,0.499335,0.00464798,0.00210168
11400,1,0.363724,0.549623,0.162268,-0.28957
11430,0,0.500706,0.499368,0.00444229,0.00224467
11430,1,0.366305,0.545228,0.181943,-0.296498
11460,0,0.500771,0.499403,0.00422221,0.00238048
11460,1,0.369186,0.54073,0.202337,-0.303134
11490,0,0.500832,0.499439,0.00398786,0.00250876
11490,1,0.372379,0.536135,0.223544,-0.309465
11520,0,0.50089,0.499478,0.00373946,0.00262884
11520,1,0.375897,0.531448,0.245634,-0.315415
11550,0,0.500944,0.499518,0.00347703,0.00274029
11550,1,0.379753,0.526675,0.268724,-0.320934
11580,0,0.500995,0.49956,0.00320063,0.00284242
11580,1,0.383964,0.521823,0.292924,-0.325929
11610,0,0.50104,0.499604,0.00291017,0.00293443
11610,1,0.388547,0.5169,0.318376,-0.330296
11640,0,0.501082,0.499648,0.00260551,0.00301538
11640,1,0.393523,0.511918,0.345233,-0.333885
11670,0,0.501118,0.499694,0.00228628,0.00308416
11670,1,0.398912,0.506888,0.373687,-0.336507
11700,0,0.50115,0.499741,0.0019522,0.00313928
11700,1,0.404742,0.501828,0.40394,-0.337903
11730,0,0.501177,0.499788,0.00160266,0.00317878
11730,1,0.411041,0.496759,0.436242,-0.337717
11760,0,0.501198,0.499836,0.00123712,0.00320006
11760,1,0.417841,0.491707,0.470836,-0.335459
11790,0,0.501214,0.499884,0.000855127,0.00319969
11790,1,0.425179,0.486709,0.507971,-0.330456
11820,0,0.501224,0.499932,0.000456253,0.00317259
11820,1,0.433094,0.481812,0.547881,-0.321704
11850,0,0.501228,0.499979,4.17202e-05,0.00311215
11850,1,0.441628,0.477083,0.590499,-0.307879
11880,0,0.501225,0.500025,-0.000385543,0.00300883
11880,1,0.450821,0.472611,0.635433,-0.287075
11910,0,0.501216,0.500069,-0.000816499,0.00285122
11910,1,0.460696,0.468517,0.681272,-0.256941
11940,0,0.501201,0.50011,-0.00123626,0.00262657
11940,1,0.47125,0.464963,0.725227,-0.214809
11970,0,0.501179,0.500147,-0.00161827,0.00232568
11970,1,0.482418,0.462143,0.762108,-0.158736
12000,0,0.501152,0.500179,-0.00192444,0.00195534
12000,1,0.49404,0.460265,0.784466,-0.0899012
